LocNameHeb,LocalityCode,StatArea,StatAreaCmb,pop_approx,change_pcnt,pop_density,religion,ReligionHeb,sexRatio,inst_pcnt,Foreign_pcnt,age0_19_pcnt,age20_64_pcnt,age65_pcnt,DependencyRatio,age_median,m_age_median,w_age_median,married18_34_pcnt,married45_54_pcnt,j_isr_pcnt,j_abr_pcnt,aliya2002_pcnt,aliya2010_pcnt,israel_pcnt,asia_pcnt,africa_pcnt,europe_pcnt,america_pcnt,shem_eretz1,MarriageAge_mdn,m_MarriageAge_mdn,w_MarriageAge_mdn,ChldBorn_avg,koshi5_pcnt,koshi65_pcnt,hh_total_approx,size_avg,hh0_5_pcnt,hh18_24_pcnt,hh_MidatDatiyut,hh_MidatDatiyut_Name,Computer_avg,Vehicle0_pcnt,Vehicle2up_pcnt,Parking_pcnt,own_pcnt,rent_pcnt
באר שבע,9000,215,215,1990,,,1,יהודים,96,,,24.3,52.7,23,896.8,38,31,46,26.6,60,47.9,52.1,26.8,21.4,16.6,5.8,43.2,32.9,1.5,אתיופיה,25,27,22,2.5,15.6,38.8,610,3,14.2,26.7,2,מסורתי,1.6,40.2,16.8,52,63.2,29.9
באר שבע,9000,216,216,2930,,,1,יהודים,85.4,,,20.3,48,31.6,1082,48,42,55,27.7,58,31.1,68.9,34.1,22.6,9,2.6,25.2,60.4,2.8,אתיופיה,23,25,22,2,15.3,41,1130,2.2,11.6,11.8,1,חילוני,1.5,63.9,4.2,43.5,48.6,45.2
באר שבע,9000,221,221,2520,,,1,יהודים,85.5,,,17.8,56.1,26,781.1,44,39,50,26.2,45.7,29,71,32,20.7,7.5,3.2,26.2,60.5,2.5,אתיופיה,23,25,22,1.8,16.5,36.7,1140,2.1,10.3,13.7,1,חילוני,1.4,57.6,3.4,35,51.8,36.5
באר שבע,9000,222,222,3100,,,1,יהודים,99.2,,,26.6,53.4,20,872.3,36,30,42,25.2,41.7,38.9,61.1,36,25.6,12.7,2.5,34.3,47.4,3.1,אתיופיה,23,25,22,1.8,16.5,31.2,1320,2.3,14.4,16.7,1,חילוני,1.4,55.8,4.6,44.2,54.3,40.7
באר שבע,9000,223,223,2370,,,1,יהודים,88,,,20.8,57.4,21.8,742.2,43,38,48,27,63.9,44.9,55.1,22.6,15.1,14,4.7,35.4,43.4,2.4,אתיופיה,24,25,22,1.8,18.7,40.8,940,2.5,11.5,16.9,1,חילוני,1.5,36.2,11.5,51.3,66.2,27.2
באר שבע,9000,224,224,1880,,,1,יהודים,98.1,,,25.7,56.8,17.5,760.3,38,35,40,22,74.8,52.9,47.1,18.1,12.6,19.3,5.5,31.7,40.9,2.6,ישראל,23,25,22,2.1,11.3,42.5,660,2.8,14.5,24.8,1,חילוני,1.8,34.9,21.6,51.5,74.6,22.1
באר שבע,9000,225,225,3100,,,1,יהודים,86.4,,,22.9,53.4,23.7,873.3,43,40,46,30,51.9,40.4,59.6,21,12.5,11.2,2.9,28.4,55.3,2.2,אתיופיה,24,25,23,1.9,19.2,50.1,1290,2.4,12.5,17.1,1,חילוני,1.4,54.3,9.5,50.2,62.5,35.2
באר שבע,9000,226,226,1330,,,1,יהודים,100.2,,,22.2,55.6,22.2,797.8,41,34,50,23.5,72.5,47.1,52.9,14.6,7.8,18.3,3.2,18.5,58.6,1.4,ישראל,23,25,22,1.9,12.7,41.9,520,2.6,15,20.9,1,חילוני,1.7,27.7,25.7,42.8,64.7,27.7
באר שבע,9000,312,312+314,3580,,,1,יהודים,97.2,,,27,57.2,15.8,747.1,40,37,42,28.3,77.8,52.6,47.4,10.8,6.8,19,4.5,16.2,58.9,1.5,רוסיה,24,26,22,2,12,39.4,1250,2.8,14.7,21.2,1,חילוני,1.9,21.9,29.2,78.5,72.4,23.4
באר שבע,9000,313,313,4780,,,1,יהודים,90.8,,,24,55.2,20.9,812.7,42,38,45,31.7,73.5,49.3,50.7,9.6,5.8,19,4.3,15.3,60.5,0.9,רוסיה,24,26,22,1.9,15.5,38.6,1780,2.7,14.3,19.3,1,חילוני,1.6,27.2,20.7,76,78.2,16.3
באר שבע,9000,321,321,3130,,,1,יהודים,89,,,26.9,55.2,17.9,810.2,39,36,42,32,79,51.7,48.3,9.2,4.8,20.1,3.1,14.8,60.6,1.4,רוסיה,23,25,22,2.1,14.8,57.3,1060,2.9,17.9,21.9,1,חילוני,1.9,26.6,28.4,79.6,75.3,20.5
באר שבע,9000,322,322,2730,,,1,יהודים,91.9,,,26.2,59,14.8,695.5,37,37,38,17.9,82.2,64.3,35.7,5.3,2.3,27.3,6.6,20.1,44.8,1.2,ישראל,24,26,23,2,8.3,22.7,940,2.9,13.6,23.2,1,חילוני,1.9,20.1,35.1,85,80.7,11.5
באר שבע,9000,323,323,3340,,,1,יהודים,96.3,,,40.6,56.6,2.8,766.3,25,26,24,30.8,97,84.4,15.6,7.2,2.5,47.5,5.3,18.9,27.1,1.2,ישראל,25,26,23,2,5.2,32.8,790,4.2,34,39.6,2,מסורתי,2,3.8,64.3,94.7,83.6,9.5
באר שבע,9000,411,411,3610,,,1,יהודים,91.7,,,25.2,47.9,26.9,1087,38,35,42,34.7,66.9,57.8,42.2,27.8,16.3,32.3,6.5,23.6,30.8,6.7,ישראל,23,24,22,2.3,18,48.5,1360,2.5,15.9,17,2,מסורתי,1.4,43,10.7,39.8,58.2,36.3
באר שבע,9000,412,412,1470,,,1,יהודים,83.4,,,22.1,57.6,20.2,734.8,37,33,42,29.1,26.8,42.7,57.3,38.1,26.7,15.1,5.4,26,48.9,4.6,אתיופיה,23,25,22,2.2,22,59.4,720,2,12.4,19.9,1,חילוני,1.3,61,4.5,29,47.5,46.8
באר שבע,9000,413,413,3070,,,1,יהודים,80.6,,,26,53.7,20.3,862.7,39,35,42,39,59.4,49.5,50.5,34.6,23.6,21.2,4.1,19.6,47.8,7.4,ישראל,24,26,23,1.9,16.9,43.8,1340,2.3,11.2,14.8,1,חילוני,1.4,45.7,12.8,45,43,52.5
באר שבע,9000,414,414,3220,,,1,יהודים,94.5,,,34.2,53.1,12.6,881.5,31,31,30,43.2,77.3,60.9,39.1,55.7,45.2,35.5,6.7,15.5,23.2,19.1,ישראל,25,26,23,2.3,10.4,29.2,1060,3,22.7,17.5,3,דתי/ דתי מאוד,1.8,35.9,17.7,43.9,52.8,41.8
באר שבע,9000,421,421,2250,,,1,יהודים,105,,,20,53.6,26.3,864.6,43,39,48,25.9,82,70.9,29.1,5,3.2,33.3,12.2,34.2,18.9,1.6,ישראל,23,25,22,2.5,10,22.8,820,2.6,12.7,20.1,2,מסורתי,1.7,9.9,36.9,91.5,75.8,16.6
באר שבע,9000,422,422,5750,,,1,יהודים,92.9,,,30.2,52.6,17.2,902.1,37,35,39,26.3,75.3,67.5,32.5,14.9,9.5,33.2,6.2,23.7,30.9,6.1,ישראל,25,26,24,2,10.8,34.8,2050,2.8,16.6,17.4,1,חילוני,1.7,28.7,20.5,91,73.9,19.2
באר שבע,9000,423,423,3720,,,1,יהודים,85.9,,,28,53.7,18.4,862.9,37,35,40,27.8,58.8,60,40,22.7,14.3,29.9,4.7,17.7,38.8,8.9,ישראל,25,27,24,1.7,12,42.2,1500,2.4,14.6,17,1,חילוני,1.6,41.1,12.6,47.4,55.3,39.3
באר שבע,9000,424,424,2840,,,1,יהודים,98.8,,,18.4,62.3,19.3,604.4,41,38,44,17.9,85.3,75.6,24.4,6.4,3.2,35.3,9.1,35.9,18.2,1.5,ישראל,24,26,23,2.1,7.6,22.9,960,2.9,10.4,31.1,2,מסורתי,1.8,11.4,48.2,85.9,79.2,12.2
באר שבע,9000,511,511,2230,,,1,יהודים,100.8,,,22.7,58.6,18.7,705.5,36,33,39,28.3,57.8,44,56,28.1,19.1,16.8,3.2,15.5,61.5,3,רוסיה,24,25,24,1.5,15.6,48.4,980,2.2,16.6,19.1,1,חילוני,1.5,50.2,12,46.9,46.4,46.7
באר שבע,9000,512,512,4280,,,1,יהודים,100.9,,,22.6,63.6,13.8,573.3,30,29,32,25.7,59,74.6,25.4,16.1,9.4,42.8,5.3,27.4,20.9,3.5,ישראל,24,25,22,1.7,12.4,40.2,1850,2.2,15.4,18,1,חילוני,1.7,33.6,17,40.9,44.8,48.5
באר שבע,9000,513,513,5280,,,1,יהודים,100.9,,,12.7,69.9,17.4,431.5,29,28,29,17.4,62.4,75.2,24.8,15.3,11.2,43.2,7.3,21.1,22.6,5.8,ישראל,24,26,23,1.2,9.4,34.6,2580,2,8.6,21.6,1,חילוני,1.8,28.2,19.1,63.7,38.2,57.3
באר שבע,9000,521,521,2110,,,1,יהודים,113.7,,,20.4,63.3,16.2,579.1,33,32,34,26.1,58.8,71.3,28.7,20.4,15.7,37.1,14.9,23.4,21.1,3.4,ישראל,24,25,23,1.9,16.7,53.9,920,2.2,12.6,17.7,1,חילוני,1.6,37,11.4,41,39.4,52.3
באר שבע,9000,522,522,3180,,,1,יהודים,105.6,,,25.6,58.6,15.8,706.6,33,32,35,28.1,67.2,74.6,25.4,18.5,11.4,41.4,12.2,26.7,17.1,2.6,ישראל,24,25,22,2.3,11.5,31.6,1360,2.2,14.6,22.9,2,מסורתי,1.6,41.1,16.2,39.6,45.4,47.7
באר שבע,9000,523,523,3110,,,1,יהודים,98,,,25.4,58.7,15.9,703.3,31,30,32,26.9,60.6,72.6,27.4,25.9,16.3,41.7,9,24.6,19.9,4.9,ישראל,24,25,22,2,14.5,46.6,1360,2.2,15.7,24.6,1,חילוני,1.4,46.6,11.4,35,42.4,50.7
באר שבע,9000,611,611,4600,,,1,יהודים,96.9,,,27.7,51.3,21,950,40,37,43,26.3,71.5,68.4,31.6,21.2,12.6,33.9,7.1,23.5,29.2,6.2,ישראל,25,27,24,2.1,14.9,43.9,1740,2.7,15,21,1,חילוני,1.7,30.4,21.7,68.8,62.3,32.9
באר שבע,9000,612,612,4580,,,1,יהודים,98.8,,,31,54.9,14.1,821,34,34,35,35.1,77.7,71.2,28.8,14.8,8.4,37,5.3,27.7,26.1,3.9,ישראל,25,27,23,2,14.1,45.1,1590,2.8,21.6,18.2,1,חילוני,1.6,21.5,22.8,70,63.7,29.8
באר שבע,9000,613,613,5830,,,1,יהודים,102.4,,,30.1,55.8,14.2,793.7,34,31,36,20.4,82.9,81.1,18.9,8.9,4.8,45.9,9.1,23.9,19.2,1.9,ישראל,24,26,23,2.1,11,41.2,1840,3.1,14.8,25.4,1,חילוני,1.9,14.5,41.2,81.4,76,16.6
באר שבע,9000,614,614+615,2130,,,1,יהודים,83.8,,,24.7,56.6,18.7,766.4,40,37,43,27.4,78.3,39.4,60.6,9.6,4,10.9,1.4,3.5,83.8,0.4,רוסיה,24,25,23,1.8,16.3,51.2,820,2.6,17.3,22.5,1,חילוני,1.7,39.8,23.5,85.8,64.1,29.3
באר שבע,9000,622,622+621,2330,,,1,יהודים,173,,,27.5,71.1,1.4,406.8,29,30,29,53.2,55.9,76.8,23.2,25.6,12.3,42.3,4.9,16.9,32.5,3.5,ישראל,26,28,25,1.6,5.9,56.1,570,2.9,43.2,11.6,2,מסורתי,1.5,10.5,23.7,98.2,57.8,37.5
באר שבע,9000,624,624+625,2430,,,1,יהודים,111.3,,,17.8,61.4,20.8,627.7,40,39,41,24.7,37.7,53.2,46.8,24.5,18.2,21.6,10.8,25.2,37.3,5.1,ישראל,24,26,23,1.9,15.7,35.9,910,2,10,16.7,1,חילוני,1.6,39.5,9.9,71.2,48.7,45.7
באר שבע,9000,631,631,3710,,,1,יהודים,87.7,,,23.5,50,26.5,1000.3,42,40,44,26.8,48.1,49.9,50.1,25.6,15.5,24.4,11.5,16.4,44.2,3.5,ישראל,24,25,22,2.3,24.9,51.4,1630,2.1,10.9,17.3,1,חילוני,1.5,54.2,8.3,32.3,39.3,53.1
באר שבע,9000,632,632,3880,,,1,יהודים,99.1,,,22.3,63.5,14.1,573.9,29,29,29,22.8,43.2,60.6,39.4,35.8,27.6,28.6,10.2,29.3,27.5,4.4,ישראל,24,26,23,1.7,19,51,1740,2.1,10.4,24.1,1,חילוני,1.5,47.2,9.3,49.8,27.9,60.4
באר שבע,9000,633,633+634,3700,,,1,יהודים,111.2,,,21.2,70.8,8,411.6,26,27,26,20.8,33.8,57.6,42.4,59.6,49.9,33.4,4.9,31.7,23.9,6,ישראל,25,28,23,1.1,13.5,64.2,1500,2,12.6,23.2,1,חילוני,1.7,49,7.6,37.2,26.4,65.9
באר שבע,9000,711,711,2410,,,1,יהודים,89,,,22.9,56,21.1,786.7,43,35,48,30.4,56.5,46.3,53.7,16.5,9.3,18.2,3.2,17.2,58,3.3,ישראל,24,26,22,1.8,14.4,26,980,2.5,10.7,22.3,1,חילוני,1.6,41,10.9,65.8,62,33.8
באר שבע,9000,712,712,2310,,,1,יהודים,87.5,,,24.6,55.6,19.8,797.6,39,35,45,33.7,60,48.3,51.7,21.5,12.7,20.9,4.4,15.1,56.3,3.3,ישראל,25,26,23,1.5,16.6,36.7,910,2.5,13,14,1,חילוני,1.6,38.7,12.9,64.5,51.6,40
באר שבע,9000,713,713,2810,,,1,יהודים,84.7,,,25.2,56.9,17.9,757.1,38,38,39,30.2,72.8,54.5,45.5,17.3,8.9,24.6,5.1,14.9,51.7,3.7,ישראל,24,25,23,1.7,9.6,32.8,1040,2.7,12.6,21.4,1,חילוני,1.6,24.5,19.3,84.3,77.7,19.5
באר שבע,9000,714,714,3910,,,1,יהודים,94.9,,,29.8,53.3,16.9,875.6,37,34,39,28.1,73.6,60.9,39.1,18.5,10.3,30.4,5.5,16.1,43.4,4.7,ישראל,25,26,23,1.8,11.7,40.3,1520,2.6,14.9,21.3,1,חילוני,1.7,27.2,18.4,79.2,69.4,25.4
באר שבע,9000,715,715,2460,,,1,יהודים,84.4,,,28.8,53.8,17.4,858.3,37,34,41,25.8,76.5,64.7,35.3,16.3,9.5,32.5,6.8,19.7,37.2,3.7,ישראל,25,26,24,1.8,13.4,38.5,970,2.5,15.2,24.3,1,חילוני,1.6,34.7,16.2,83.9,65.9,29.4
באר שבע,9000,721,721,4080,,,1,יהודים,96.9,,,32.2,57,10.8,755.2,32,30,34,40.6,69,70,30,18.9,10.4,38.6,5.1,19.2,33.1,3.9,ישראל,25,27,24,1.9,12.3,44.8,1500,2.7,25.1,17.1,1,חילוני,1.6,19.7,28.5,84.9,60,31.5
באר שבע,9000,722,722,2350,,,1,יהודים,89.8,,,32.2,57.8,10,729.8,32,33,32,25.5,83.5,74.9,25.1,17.8,10.6,40.4,6.6,24.9,25.1,3.1,ישראל,24,26,23,2.1,9.7,34.4,760,3.1,19.3,24.8,2,מסורתי,1.8,12,36.4,90.7,75.2,22.7
באר שבע,9000,723,723,3790,,,1,יהודים,102.2,,,40.2,53.4,6.4,872.7,29,27,29,51.4,88.3,81.7,18.3,10.7,6.3,49.2,5,19.3,25.2,1.3,ישראל,26,27,24,1.8,6.1,45.2,1050,3.6,39,20.8,2,מסורתי,1.8,6.7,29.6,98.4,88.7,10.3
באר שבע,9000,724,724+727,4810,,,1,יהודים,160.9,,,30.8,65.5,3.7,525.9,29,30,25,19.4,82.1,82.7,17.3,7.8,3.3,44.9,6.9,25.8,21.1,1.3,ישראל,25,26,23,2,5.9,37.9,980,3.8,16.9,44.2,2,מסורתי,2.3,5.4,60.6,90.7,81.1,12.9
באר שבע,9000,725,725+726,3400,,,1,יהודים,100.6,,,46.6,52.1,1.2,918.6,25,22,26,81.5,80.3,83.7,16.3,24.1,14,53.4,2.7,17.5,24.1,2.3,ישראל,26,27,25,2.1,4.3,33.9,910,3.7,60.2,11,2,מסורתי,1.6,8.4,29.8,98.7,69.8,28.1
באר שבע,9000,811,811,2550,,,1,יהודים,100.7,,,23.6,56.2,20.2,779.8,43,41,44,23.8,80.7,63.2,36.8,6.9,3.5,29.9,7.5,23.2,36.7,2.7,ישראל,24,26,23,2,12.1,28.3,940,2.7,7.9,27.1,2,מסורתי,1.9,20.6,33.9,81.6,76.2,16
באר שבע,9000,812,812,5510,,,1,יהודים,94.8,,,28.4,59,12.6,694,35,34,35,25.1,82.6,75.5,24.5,11.9,8.5,39,7.1,25.1,26.5,2.3,ישראל,24,26,23,2.1,8.4,27.2,1850,3,15,24.1,1,חילוני,1.9,14.1,33.8,77.1,69.9,25.1
באר שבע,9000,815,815,4970,,,1,יהודים,99.8,,,28.3,58.5,13.2,709.5,34,32,36,28.9,89.8,77.7,22.3,8.8,5.1,41.4,8.2,26.8,20.9,2.6,ישראל,25,27,24,1.9,7.5,27.1,1650,3,18.7,28.6,1,חילוני,2,12.9,46.8,86.1,69.7,24.1
באר שבע,9000,816,816+817,1140,,,1,יהודים,101.9,,,21,51.3,27.7,948.3,45,44,47,25.4,90.7,69.3,30.7,3.9,2.6,31.3,11.1,34.1,21.1,2.4,ישראל,24,26,22,2.3,14.6,30.6,470,2.6,11.6,18.6,2,מסורתי,2.1,8.5,48,89.2,74.1,14.9
באר שבע,9000,821,821+827,3960,,,1,יהודים,93.8,,,43.9,50.4,5.7,983.6,28,29,27,60.5,84.9,83.3,16.7,15.8,9.2,51.5,5.9,17.1,23.6,2,ישראל,26,27,25,1.9,5.3,42.7,1150,3.4,45.4,8.8,1,חילוני,1.9,4.5,43.4,99.6,79.7,16.9
באר שבע,9000,822,822,4830,,,1,יהודים,97.3,,,39.1,52,9,924.7,31,30,31,55.1,81.7,78.7,21.3,15.3,9.3,48,5.7,19.4,23.6,3.3,ישראל,26,27,24,1.9,8.6,44.6,1510,3.2,32.7,17.3,1,חילוני,1.7,14.5,36.5,93.2,68.5,26.3
באר שבע,9000,823,823,5030,,,1,יהודים,92.7,,,34.9,53.3,11.8,874.7,33,32,34,33.3,71.4,75.6,24.4,10.2,5.5,41.4,6.8,22.6,26.8,2.4,ישראל,25,27,23,2,6.9,31.5,1620,3.1,25.4,21.2,2,מסורתי,1.8,17.5,32.4,87.2,72,25.4
באר שבע,9000,824,824,5810,,,1,יהודים,97.2,,,44.5,50.7,4.8,972.2,27,25,28,53.8,79.7,84.3,15.7,12.2,7.3,51.4,6,18.4,22.7,1.5,ישראל,26,27,24,2,5.6,25.2,1620,3.6,38.9,17.4,2,מסורתי,1.8,11.1,34.5,95.4,73.3,24.9
בארות יצחק,450,,,500,25.7,1472.2,1,יהודים,112.3,9,4,38,41.5,20.5,1412.1,29,22,38,35.8,91.1,82.6,17.4,18.4,15.7,51.7,3.2,7,25.9,12.1,ישראל,23,25,22,3.2,10.1,30.7,150,2.9,27.4,16.4,3,דתי/ דתי מאוד,1.7,69.8,4.7,25.3,0.6,30
בארותיים,697,,,1140,32,2041.2,1,יהודים,112.1,,4.3,35.5,54.5,10,835.9,33,34,28,18.2,78.1,91.3,8.7,14.9,10.8,61.5,5.1,9.9,20.7,2.9,ישראל,27,27,25,1.7,2.7,7.7,350,3.1,16.1,26.9,1,חילוני,2.1,6.5,62.3,93.5,53.5,36.1
בארי,399,,,1140,26.9,2655.9,1,יהודים,103.3,,4.5,31.9,50.2,18,992.7,38,36,39,20.6,70.9,89.7,10.3,7.2,3.5,61.5,7.5,6.7,18.2,6.1,ישראל,27,28,26,2.2,8.6,33.2,480,2.3,15.3,9.7,1,חילוני,1.7,66.3,6.4,27.1,5.4,4.9
בוסתן הגליל,559,,,1020,28.5,1574.3,1,יהודים,94.9,1.9,1.6,41.3,46.8,12,1137.7,32,29,32,29.5,81.7,90.5,9.5,31.9,24.8,60.4,3.1,13.2,20.4,2.9,ישראל,26,28,25,2.2,6.9,18.8,320,3.2,22.6,15.1,1,חילוני,1.9,11.6,51.2,93.3,47.9,39.4
בועיינה-נוג'ידאת,482,,,10090,28.6,6592.6,2,מוסלמים,104.1,,0.1,38.7,56.6,4.7,767.2,26,25,26,42.6,90,,,,,,,,,,,23,25,21,2.7,8.9,60.2,2620,3.8,32.3,33,2,מסורתי,1.5,21.9,25.1,72.4,85.1,6.7
בועיינה-נוג'ידאת,482,2,2,2550,,,2,מוסלמים,102.7,,,41.4,54.2,4.3,843.8,25,23,26,45,90.4,,,,,,,,,,,23,26,21,2.6,7.1,43.9,600,4,33.2,37.9,2,מסורתי,1.5,18.4,22.4,72.6,87.3,4.9
בועיינה-נוג'ידאת,482,3,3+1,4020,,,2,מוסלמים,102.9,,,38.6,57.2,4.2,748.9,26,24,28,42.9,87,,,,,,,,,,,23,25,21,2.7,10,64.2,920,4,32.6,32.7,2,מסורתי,1.6,17.4,33.9,77.3,84.8,6.3
בועיינה-נוג'ידאת,482,4,4,3520,,,2,מוסלמים,106.7,,,36.8,57.6,5.5,735.8,26,27,26,40.7,93.1,,,,,,,,,,,23,25,20,3,8.1,61.6,820,3.9,30.9,34.4,2,מסורתי,1.6,21,20.6,75,89.1,5.6
בוקעאתא,4001,,,6720,17.6,4252.9,5,דרוזים,110.7,0,,34.2,59.8,6,672.3,29,27,30,37,88,,,,,,,,,,,23,26,20,2.2,11.1,56.3,1910,3.5,25,29.1,2,מסורתי,1.6,19.6,40.4,74.5,87.4,1.2
בורגתה,698,,,1080,8.2,1993.1,1,יהודים,107.5,,1.2,33.3,54.4,12.2,836.6,31,26,36,18.9,82.4,90.1,9.9,18.5,9.4,58.7,15.7,9,13.9,2.7,ישראל,26,27,25,1.9,5.1,30.7,370,2.9,17.3,28.8,1,חילוני,2.2,6,56.2,88.9,52.7,31.8
בחן,2043,,,1100,180.2,3448,1,יהודים,120.1,8.1,0.2,49.3,44.7,6,1237.3,20,17,29,20.7,88.7,90.3,9.7,16.4,9.6,62.7,5.2,6.8,15,10.4,ישראל,28,29,26,1.9,3.8,31.6,280,3.7,17.2,21.7,1,חילוני,2.4,8.8,60.8,77.1,71.9,20.9
בטחה,762,,,890,38.2,1568.4,1,יהודים,102.4,,4,33.9,58.2,7.9,718.9,30,28,30,21.2,77.8,93.8,6.2,8.3,6,59.9,30.4,5.4,2.5,1.8,ישראל,27,28,25,2.1,9.5,40.9,230,3.8,24.1,30.4,2,מסורתי,1.6,13.1,41.6,86.3,64,19.6
ביצרון,234,,,1300,2.2,1704,1,יהודים,129.5,,12,28.3,56.8,14.9,761.7,35,32,41,19,84.4,89.9,10.1,22.7,10.6,60.7,6.2,7.6,22.6,2.9,ישראל,26,27,24,2,8.3,38.4,390,2.9,14.3,23.1,1,חילוני,2.2,12.3,61.2,88.6,61,24.7
ביר אל-מכסור,998,,,10510,41.2,4491.5,2,מוסלמים,100.1,,0.1,40.5,54.1,5.5,849.4,25,24,25,41.9,84.8,,,,,,,,,,,23,26,21,2.6,11.6,75.7,2800,3.7,31.7,36.5,2,מסורתי,1.3,19.5,32.3,69,72.7,3.9
ביר אל-מכסור,998,1,1,2580,,,2,מוסלמים,102.1,,,37.9,56.4,5.7,772.4,26,26,25,37.8,89.9,,,,,,,,,,,23,26,20,2.8,11.5,67.1,650,3.9,30.9,42.2,2,מסורתי,1.2,15,37.3,70,75,2.8
ביר אל-מכסור,998,2,2,2950,,,2,מוסלמים,96.4,,,41.3,53.9,4.7,853.7,24,24,25,38.4,87.5,,,,,,,,,,,24,26,20,2.4,10.9,67,780,3.7,26.4,39.7,2,מסורתי,1.3,19.4,29.8,69.3,74.6,4.1
ביר אל-מכסור,998,3,3,4990,,,2,מוסלמים,101.4,,,41.3,52.9,5.7,889.3,25,23,26,46.3,81.1,,,,,,,,,,,24,26,21,2.6,12,83.7,1300,3.8,35.9,32.2,3,דתי/ דתי מאוד,1.3,19.6,30.5,67.9,70.8,4.7
ביר הדאג',1348,,,2580,-26.1,3587.4,2,מוסלמים,98.6,,0,66.6,32.5,0.9,2074.9,13,13,12,61,77.7,,,,,,,,,,,22,22,20,3.9,4.5,,380,6.8,73.6,26.4,2,מסורתי,1,14,33.8,,100,
בירייה,368,,,1010,47.1,4385.8,1,יהודים,97.8,,0.6,36.6,49.8,13.6,1006.2,31,32,29,42.6,73.6,87,13,32.2,27.7,56.2,4.6,27,6,6.2,ישראל,25,26,23,2.2,10,32.3,350,2.8,24.8,23,2,מסורתי,1.5,26.9,31.7,66,46.6,41
בית אורן,317,,,530,22.5,3756,1,יהודים,110.1,,6.7,35.3,59.7,5.1,675.4,32,33,31,45.4,44.5,89.2,10.8,27,20.4,66.5,4.5,5.2,20.3,3.6,ישראל,28,30,27,1.7,1.7,23.2,200,2.5,31.5,4.2,1,חילוני,1.6,16.7,47.6,57.9,9.2,57.9
בית אל,3574,,,5630,4.8,7606.2,1,יהודים,116.3,8.3,0.4,49.7,43.8,6.5,1284.3,20,20,19,43.3,92.6,87.9,12.1,25.9,10.2,61.6,5.4,7.4,14.7,10.8,ישראל,23,24,22,3.5,3.1,15.7,1330,3.9,34.1,37.3,3,דתי/ דתי מאוד,2,26.7,20,47.1,52.5,43.5
בית אלעזרי,562,,,1660,35.6,1844.9,1,יהודים,106.6,,1.7,38.3,50.3,11.4,986.3,32,32,31,27.1,75.5,91.8,8.2,13.8,4.4,64.1,10.2,5.4,16.9,3.4,ישראל,26,27,25,2.1,5.4,26.6,490,3.3,27.1,23.8,1,חילוני,2.2,11.1,54.7,90.4,59,30.5
בית אלפא,95,,,1190,-4.2,2899.5,1,יהודים,107.6,34.1,2.3,30.3,50.3,19.4,989.6,34,31,39,33.7,41.2,58.6,41.4,85.7,84.8,33.6,2.8,41.6,19.1,2.9,אתיופיה,27,28,25,2,5.6,17.2,500,2.9,26,15.8,1,חילוני,1.5,59.1,17.1,54.8,45.4,40.4
בית אריה-עופרים,3652,,,5370,49.6,4264.5,1,יהודים,97.9,,0.4,37.6,55.1,7.3,815,29,29,29,28,83,88.3,11.7,15.2,8.2,58.1,12.9,8.9,18.6,1.5,ישראל,25,26,24,2,5.1,26.2,1570,3.4,25.4,26.6,1,חילוני,2,7.2,64.2,64.6,71.5,21.2
בית ג'ן,480,,,12040,16.2,3727,5,דרוזים,100.9,,0,31.8,60.9,7.3,642.9,30,30,30,41,85.6,,,,100,,,,,,,24,26,22,2.2,12.8,56.4,3610,3.3,22.7,25.7,2,מסורתי,1.6,15,41.2,77.4,78.2,3.7
בית ג'ן,480,1,1,3910,,,5,דרוזים,105.1,,,31.9,59.5,8.6,681.3,30,30,30,45.1,87.6,,,,100,,,,,,,24,25,22,2.3,12.3,47.3,1060,3.4,23.9,21.1,2,מסורתי,1.6,16.9,35.2,71.9,76.8,2.9
בית ג'ן,480,2,2,4280,,,5,דרוזים,95.5,,,30,62.3,7.8,606.4,31,31,31,38.9,84,,,,,,,,,,,24,26,22,2.1,15,64.3,1210,3.3,19.4,27.7,2,מסורתי,1.6,16.5,46.1,77.9,84,
בית ג'ן,480,3,3,3850,,,5,דרוזים,103,,,33.8,60.7,5.5,646.4,29,28,31,39,85.9,,,,,,,,,,,24,26,22,2.3,11.4,58.7,1070,3.4,23,27.8,2,מסורתי,1.6,11.6,42.9,85.4,77.5,6.2
בית גוברין,619,,,470,54.2,2047.4,1,יהודים,97.6,,1.7,46.3,44.9,8.8,1227.9,22,22,23,13.5,84,91.9,8.1,26.9,9.4,64.8,5.5,6,15.7,7.9,ישראל,27,27,26,2.2,1.1,,140,3,23.6,26,1,חילוני,2.2,10.7,50.5,70.7,33.6,29
בית גמליאל,571,,,1040,14.6,1896.3,1,יהודים,99.9,,1.2,36.5,49.3,14.1,1028,30,32,28,34.5,89.5,88.4,11.6,22.6,8.5,58.3,4.6,7,20.4,9.7,ישראל,23,24,22,2.7,0.7,,300,3.5,22.2,23.8,3,דתי/ דתי מאוד,2,,64.4,88.9,63.3,25.6
בית דגן,466,,,7620,13.7,7117.8,1,יהודים,102.1,0.2,1.5,29.1,58.1,12.8,722.2,34,32,36,30.2,76.1,86.6,13.4,11.5,4.8,52.8,19.2,11.8,14.7,1.5,ישראל,25,27,23,2,7.5,28.5,2660,2.8,16.8,22.8,1,חילוני,1.9,12.7,42.4,73.2,61.3,30.7
