LocNameHeb,LocalityCode,StatArea,StatAreaCmb,pop_approx,change_pcnt,pop_density,religion,ReligionHeb,sexRatio,inst_pcnt,Foreign_pcnt,age0_19_pcnt,age20_64_pcnt,age65_pcnt,DependencyRatio,age_median,m_age_median,w_age_median,married18_34_pcnt,married45_54_pcnt,j_isr_pcnt,j_abr_pcnt,aliya2002_pcnt,aliya2010_pcnt,israel_pcnt,asia_pcnt,africa_pcnt,europe_pcnt,america_pcnt,shem_eretz1,MarriageAge_mdn,m_MarriageAge_mdn,w_MarriageAge_mdn,ChldBorn_avg,koshi5_pcnt,koshi65_pcnt,hh_total_approx,size_avg,hh0_5_pcnt,hh18_24_pcnt,hh_MidatDatiyut,hh_MidatDatiyut_Name,Computer_avg,Vehicle0_pcnt,Vehicle2up_pcnt,Parking_pcnt,own_pcnt,rent_pcnt
בית הגדי,723,,,1050,35.2,1802.3,1,יהודים,126.2,,15.6,30,60,9.9,665.4,30,31,27,35.1,82.6,88.5,11.5,13,3.4,57.5,2.3,37.2,3,,ישראל,25,27,24,2.8,13.4,54.2,270,3.3,21.7,37,3,דתי/ דתי מאוד,1.8,11.9,43.2,84.6,64.5,22.6
בית הלוי,373,,,820,14.8,1815.5,1,יהודים,115,,8,31,54.2,14.8,845,35,35,34,20.5,63.9,89.9,10.1,12.2,4.6,64,5.5,7,21,2.5,ישראל,27,28,26,1.7,6.1,17.2,290,2.6,19.2,11.9,1,חילוני,2.1,4.9,48.9,84.4,41.9,39.7
בית הלל,322,,,870,29.2,1401.6,1,יהודים,98.2,,2.1,29,61.2,9.9,635.2,29,29,29,6.4,83.8,92.1,7.9,14.1,9.7,64.6,3,7.4,21.5,3.5,ישראל,26,27,25,1.8,7.8,24.6,360,2.4,12.7,11.7,1,חילוני,1.6,7.8,46.8,89.1,37.9,56.7
בית העמק,572,,,780,54.6,1692.3,1,יהודים,95.7,16.7,3,27.4,41.7,30.9,1395.5,43,40,46,39.6,75.4,70.3,29.7,16,6.6,42.2,4.2,7.1,39.2,7.2,ישראל,27,28,26,2.4,7,23,240,2.6,22.9,6.2,1,חילוני,1.6,19.7,40.7,38.2,56.6,31.9
בית הערבה,3645,,,500,377.6,4145.5,1,יהודים,102.1,,4,49.5,50.1,0.5,996.5,20,21,18,64.1,78.2,92.5,7.5,18.6,10.1,67.3,4.8,4.6,13.2,10,ישראל,25,26,25,2.1,2.6,,120,4,56.6,17.3,2,מסורתי,2.3,3.3,79.3,89,43.5,55.1
בית השיטה,242,,,1460,50.3,2253.4,1,יהודים,90.5,0.8,1.6,33,49.2,17.8,1031,38,33,41,17.7,64.5,89.8,10.2,22.4,7.8,61.1,4.5,7,20.7,6.6,ישראל,25,27,23,2.6,5.8,17.6,560,2.6,19.5,14.9,1,חילוני,1.7,13,30.4,64.2,27.3,37.8
בית זיד,353,,,90,-52.9,900.4,1,יהודים,84.8,,,41.9,45.5,12.5,1195.8,35,29,37,17.6,80,83.5,16.5,46.6,43.4,56.5,4.3,1,27.1,11,ישראל,25,27,25,1.6,6.7,,30,2.8,22.9,4.8,1,חילוני,1.7,9,44.1,64.5,32.8,45.7
בית זית,710,,,1600,18.1,2807.7,1,יהודים,91.5,,0.9,27.5,57.1,15.4,751,37,38,36,19,64,85,15,25.6,13.9,55.6,5.8,10.7,18.1,9.9,ישראל,26,27,25,1.9,5.3,16.9,620,2.6,16.5,16.2,1,חילוני,2.2,13.3,47.3,77.6,44.6,37
בית זרע,143,,,780,24.5,2290.6,1,יהודים,103.1,2.3,3.6,27.4,51,21.6,959.2,38,37,40,17.8,62.9,82.3,17.7,37.8,31.5,55.5,3.2,4,30,7.3,ישראל,25,26,25,2.1,5.2,14.5,310,2.4,14.2,12.5,1,חילוני,1.7,27.6,29,44.6,22.4,41.8
בית חורון,3575,,,1500,60.1,6839,1,יהודים,95.5,,0.3,45.9,47.8,6.3,1091.9,22,24,21,45.9,91.8,91.9,8.1,4.7,4,68.5,7.8,7.9,11.1,4.8,ישראל,24,25,24,2.5,2.6,6.3,380,3.9,37.2,28.5,3,דתי/ דתי מאוד,2.2,5,63.2,53.6,65,28.4
בית חירות,877,,,900,21.3,2890.3,1,יהודים,91.2,,0.4,28.1,57.2,14.7,748.4,36,36,35,8.1,81.8,91,9,28.3,16.7,64.4,3,4.7,17.6,10.4,ישראל,27,28,25,1.7,4.2,15.6,360,2.5,14.9,14,1,חילוני,2.2,8,54.6,87,39.7,47.4
בית חלקיה,2033,,,1290,182,3226.8,1,יהודים,174.2,24.8,1.2,54.3,41,4.7,1440.8,19,19,18,27.4,93.4,95.5,4.5,10.3,3.9,76.5,0.8,0.7,12.1,9.9,ישראל,21,23,20,4.3,3.8,33.5,230,4.9,49,30.9,4,חרדי,1.4,21.2,17.9,75.7,47.6,38.9
בית חנן,159,,,640,20.5,1737.8,1,יהודים,82.2,,3.7,24.6,56.6,18.8,767.2,39,40,37,13.8,64.2,90.6,9.4,3.6,1.9,59.3,7.3,4.6,26.5,2.3,ישראל,26,27,25,2.1,8.6,29.6,260,2.4,16.5,13.8,1,חילוני,1.9,16.7,54.2,82.3,51.7,39.3
בית חנניה,800,,,860,9.9,2268.4,1,יהודים,122.3,,4.1,29.9,58.7,11.4,704.6,33,28,39,17.2,63.8,86.9,13.1,37.3,13.1,57.9,5.1,8.1,22.5,6.4,ישראל,25,27,24,2,4.6,25.6,300,2.8,14.7,25.7,1,חילוני,2.1,7.8,60.4,93.8,47.4,42
בית חשמונאי,1050,,,2160,49.8,5033,1,יהודים,97.2,,0.2,38.7,54.6,6.6,831.3,27,28,27,21.9,89,90.4,9.6,13.2,5.8,60.2,9.6,12.7,14.9,2.6,ישראל,26,27,25,1.9,5.8,29.9,560,3.9,19.3,31.3,1,חילוני,2.6,5.1,77.2,83.9,79.3,15.8
בית יהושע,288,,,1110,29.4,2015,1,יהודים,90.8,,0.6,32.6,52,15.5,924.3,35,36,34,19.5,62.8,85.2,14.8,35.9,16.6,55,4.2,5.2,26.9,8.8,ישראל,27,28,27,1.6,8.5,21.9,390,2.8,18.8,20.2,1,חילוני,2.3,7.2,56.3,88.2,43.2,42.8
בית יוסף,265,,,650,13.1,2169.4,1,יהודים,192.6,,26.4,19.5,68.9,11.6,450.9,38,38,39,32.1,76.1,88.8,11.2,6.8,4,48.6,40.1,7.7,3.2,0.5,ישראל,25,26,22,2.6,15,45,160,3,19.2,24.1,2,מסורתי,1.4,15,47.2,76.3,66.3,16.5
בית ינאי,200,,,320,-5.5,1354.1,1,יהודים,92.6,,,26.1,54.6,19.3,830.5,37,34,40,9.5,62.2,86.6,13.4,21.6,14.6,59.6,3.8,7.8,20.9,7.9,ישראל,26,28,24,1.6,3.8,17.5,160,2.1,12.6,24.7,1,חילוני,2,8,47.1,96.9,34.4,43.7
בית יצחק-שער חפר,326,,,2310,28.7,1399.5,1,יהודים,109.3,,5.1,31.2,51.5,17.3,942.1,38,37,39,19.8,72,90.1,9.9,24.1,11,60.5,4.4,5.8,26.1,3.2,ישראל,27,27,26,1.9,4.2,17.9,770,2.9,18.4,14.4,1,חילוני,2,3.8,56.9,95.2,52.8,29.2
בית לחם הגלילית,430,,,840,8.3,2100,1,יהודים,98.7,,3.6,30.4,56.6,13,767.8,34,36,32,14.6,80.1,90.7,9.3,28.9,17.8,62.3,4.6,7,22.5,3.7,ישראל,26,28,24,1.9,5.4,18,310,2.6,12.9,28.2,1,חילוני,2.1,16.5,55.8,88.5,43.6,45.6
בית מאיר,751,,,720,-21,1809.6,1,יהודים,124.1,10.5,9.1,36.1,53,10.9,887.9,23,22,28,28.6,85.1,83.9,16.1,32.3,24.9,54.6,4.4,11,16.4,13.6,ישראל,24,24,22,2.6,3,7.5,210,2.9,25.6,28.1,3,דתי/ דתי מאוד,1.8,24.9,27.9,79,47,34.7
בית נחמיה,784,,,1080,33.2,1682.6,1,יהודים,88.2,,1,29.5,59.7,10.8,675.2,33,37,31,30.6,77.9,90,10,12.5,7.9,59,15.7,13.1,10.1,2.1,ישראל,27,28,25,1.7,8.4,35.7,390,2.8,21.5,18,1,חילוני,1.7,11.3,51.4,73.4,34.8,47.1
בית ניר,16,,,650,134.1,2400.3,1,יהודים,85.7,,0.5,38.7,49.6,11.6,1015,33,34,33,23.6,76.5,90.1,9.9,13,5.8,62,4.6,6.2,22.6,4.5,ישראל,27,28,26,1.9,6.3,30,210,3.1,18.9,20.9,1,חילוני,2.1,14.8,52.9,75.5,72.7,21.1
בית נקופה,672,,,710,27.9,2549.1,1,יהודים,89.2,,0.8,37.5,51.8,10.7,930.3,31,33,30,33.2,64.8,87.8,12.2,19.6,13.1,59.8,8.4,12,14.3,5.4,ישראל,25,26,24,1.9,5.4,28.8,230,3.1,31.6,19.3,1,חילוני,2.2,4.5,54.3,72.5,36.3,35.6
בית עובד,202,,,300,0.5,1741.1,1,יהודים,111.3,,2.7,33.4,46.2,20.4,1163.4,38,34,42,6.6,66.9,91.2,8.8,3.4,,59.1,4.7,7.6,26.3,2.2,ישראל,25,27,23,2.1,5.9,21,100,2.8,16.8,21,1,חילוני,1.9,13.4,50.4,93.2,56.6,22.5
בית עוזיאל,301,,,660,24.1,1747.3,1,יהודים,99.2,,2.9,27.1,59.3,13.6,685.1,35,34,35,22.9,73.3,83.3,16.7,5.6,3,46.3,10,34.6,6.5,2.5,ישראל,24,25,22,2.1,12.5,56.6,220,2.9,15,21.6,2,מסורתי,1.9,13.9,51.6,86.1,58.2,31.6
בית עזרא,756,,,1180,19.9,2267.3,1,יהודים,105.2,,4.8,26.8,59.3,13.9,687.3,35,34,38,29.3,64.3,85.1,14.9,5.9,3.6,49.3,25.3,13.6,9.7,2.1,ישראל,25,27,23,1.9,6.2,13.3,400,2.8,18.2,22.6,1,חילוני,1.8,7.5,45.7,83.1,42.4,34.4
בית עריף,604,,,1170,22.7,2298,1,יהודים,113.4,,1.2,29.3,59.5,11.2,679.9,33,32,35,23.9,83.6,90.1,9.9,9.6,2.9,54.3,32.3,6.5,5.9,1,ישראל,26,27,25,2.6,10.4,61.7,370,3.2,19.4,26,1,חילוני,1.8,9.6,49.6,78.7,43.3,32.7
בית קמה,598,,,1070,15.7,2812.4,1,יהודים,100.3,,0.4,44.3,48.9,6.8,1043.7,27,26,27,11.4,90.6,89.5,10.5,19.5,13.8,59,6.1,8.9,15.5,10.5,ישראל,28,29,26,1.9,2.9,12.1,290,3.7,17.1,35.5,1,חילוני,3,6,68.4,75.9,58.5,26.2
בית קשת,365,,,690,90.5,2771.8,1,יהודים,97.3,,0.7,43.6,47.6,8.8,1101.1,35,25,38,9.6,56.7,85.5,14.5,24.2,12.8,61.1,3.8,8.7,13.4,13.1,ישראל,29,29,28,2,5.9,34.8,220,3.1,21.9,10.1,1,חילוני,1.9,13.8,39.9,64,41.6,39.2
בית רימון,1162,,,950,154.8,5957.2,1,יהודים,109.3,,0.5,58,39.5,2.5,1530.8,15,14,15,69.3,100,93.1,6.9,12.4,2.3,73,1.7,5,13,7.3,ישראל,24,25,23,3.3,1,7.5,200,4.8,55.5,14.1,3,דתי/ דתי מאוד,2.2,2,70.3,86.9,61.5,28.3
בית שאן,9200,,,19820,14.5,5401.8,1,יהודים,99.1,0.8,2.5,32.8,54.4,12.8,836.6,31,30,32,36.9,74,83.7,16.3,11.9,6.7,50.8,12.5,29.4,6.2,1.1,ישראל,24,25,22,2.6,13.2,44.8,6630,2.9,19.7,24.3,2,מסורתי,1.6,29.6,21.9,53.3,60.9,30.3
בית שאן,9200,2,2+1,2690,,,1,יהודים,92.3,,,27.6,55.1,17.2,813.7,34,33,35,36,66.4,79.1,20.9,11.2,5,45.3,19.7,26.5,7.4,1.1,ישראל,24,26,22,2.9,18.7,50.6,1040,2.5,18.6,17.1,2,מסורתי,1.4,34.7,17.4,33.2,55.3,36.3
בית שאן,9200,4,4,2450,,,1,יהודים,103.7,,,23.8,59.1,17.1,691.4,38,35,42,27.4,59,79.9,20.1,12.2,7.9,43,19.3,30.6,6.1,1.1,ישראל,23,25,21,2.6,16.7,49.3,910,2.5,10.7,18.6,2,מסורתי,1.5,40.5,12.7,29.7,56.3,35
בית שאן,9200,5,5,4470,,,1,יהודים,100.5,,,31.8,54,14.3,853.2,32,30,33,28.1,84.2,82.6,17.4,6.1,3.6,48.9,12.2,31.7,6.1,1.1,ישראל,24,25,23,2.4,8.9,26.2,1370,3.2,17.1,26.8,2,מסורתי,1.7,21.9,28.2,72.3,70.1,23.6
בית שאן,9200,6,6,3990,,,1,יהודים,107.4,,,30.6,55.3,14.1,807.5,32,29,35,34.7,67.6,77.9,22.1,20,12.4,47,8.6,33.6,9.1,1.7,ישראל,23,25,22,3,17.2,53.1,1430,2.6,15.9,29.3,2,מסורתי,1.5,43.8,10.4,33.4,50,38.3
בית שאן,9200,7,7,1720,,,1,יהודים,104.1,,,28.5,56.5,15,769.7,32,32,32,35.9,75.6,82.8,17.2,7.8,3.1,47.9,15.4,29.8,6.1,0.9,ישראל,24,25,21,2.6,15.4,40.7,590,2.8,19.1,23.1,2,מסורתי,1.4,20,20.9,57.2,59.4,31.6
בית שאן,9200,9,9,4500,,,1,יהודים,91,,,45.2,50.4,4.4,983.7,24,23,24,54.4,81.5,94.4,5.6,8.7,2.4,63.9,7.6,24.5,3.4,0.7,ישראל,25,26,23,2.2,8,57.1,1230,3.6,35.5,26.2,2,מסורתי,1.7,13.1,39.7,89.8,74.4,19.7
בית שמש,2610,,,145550,96.2,15701.6,1,יהודים,102.3,0.6,2,54,41.8,4.3,1394.1,17,17,18,65,88,82.7,17.3,51.9,29.3,60.8,2.7,10,12.5,13.9,ישראל,22,23,21,3.1,4.8,34.9,32650,4.5,48.2,32,4,חרדי,1.7,47.3,13.3,56.7,59.8,35.7
בית שמש,2610,112,112+111,6120,,,1,יהודים,105.1,,,68.9,30.8,0.3,2245.6,9,10,9,96.3,95.7,98.4,1.6,61.9,44.5,92.1,0.2,0.4,3.2,4,ישראל,20,20,19,4.8,3.4,,1030,6.1,85,15.8,4,חרדי,1.1,80.1,1.3,41.5,69.2,28.3
בית שמש,2610,113,113,5330,,,1,יהודים,99.9,,,69.1,30.7,0.2,2258.7,11,11,11,89.1,96.2,97.6,2.4,56.9,26.6,86.6,1.4,1.5,5,5.5,ישראל,20,21,20,4.3,2.2,,820,6.5,82.7,16,4,חרדי,1.2,75.9,0.8,26.6,60.5,39.5
בית שמש,2610,121,121,4990,,,1,יהודים,98.8,,,35.2,57.5,7.3,739.5,27,26,28,40.4,81.7,75.4,24.6,17.2,5.7,44.1,6.2,21.7,25,3.1,ישראל,24,26,23,2.1,6.6,35,1390,3.5,27.8,35.9,2,מסורתי,1.7,24.4,23.6,43.9,71.5,20.6
בית שמש,2610,122,122,5510,,,1,יהודים,103,,,33.8,53,13.2,885.3,29,28,30,40.6,56.3,73.3,26.7,25.3,6.2,43.9,8.3,27.5,19.1,1.1,ישראל,23,24,22,2.3,12,35.6,1710,2.9,24.2,21.4,2,מסורתי,1.5,44.2,13.6,30,44,46.1
בית שמש,2610,124,124+123+126,4450,,,1,יהודים,97.2,,,32.3,53.9,13.7,854,30,29,31,39.9,64.4,71.6,28.4,22.1,4.7,42.4,6.7,31.8,17.1,2,ישראל,23,25,22,2.4,11.3,46.9,1380,3.1,24.4,22.4,2,מסורתי,1.4,37,17.9,47.6,58.6,34.2
בית שמש,2610,125,125,5110,,,1,יהודים,90.2,,,33.3,53.1,13.7,884.5,30,30,30,38.8,65.5,69.5,30.5,31.2,8.1,37.3,5.2,41.1,15,1.4,ישראל,23,26,22,2.4,14.2,52.6,1610,3,27.8,21.5,2,מסורתי,1.3,40.9,19.3,35.9,54.5,36
בית שמש,2610,211,211,2600,,,1,יהודים,118.8,,,25.9,58,16.1,724.8,33,31,36,37.6,77.5,73.2,26.8,24.7,11.2,37.9,9.2,27.1,17.4,8.5,ישראל,24,26,22,2.6,11.2,40.3,830,3,16.4,23.6,2,מסורתי,1.9,19.1,34,59.3,64.7,25.5
בית שמש,2610,212,212,4430,,,1,יהודים,106,,,30.5,58.4,11.2,713.3,30,30,30,28.1,83.5,52.1,47.9,45,12,23,3.9,38.7,14.7,19.7,אתיופיה,23,25,22,2.4,6.3,32.7,1410,3.1,17.2,36.3,3,דתי/ דתי מאוד,2.2,24,29.6,59.5,69.6,22.7
בית שמש,2610,213,213,920,,,1,יהודים,111.1,,,30.2,54.1,15.7,848.5,28,27,30,42.1,61.3,53.5,46.5,28.3,2.9,27.4,2.7,41.9,25.4,2.6,אתיופיה,24,24,23,2.2,17,50.4,290,3.2,28.1,22.2,2,מסורתי,1.4,37.9,13.5,35,79.8,13.8
בית שמש,2610,214,214,3950,,,1,יהודים,103.2,,,39.2,49.5,11.3,1018.5,27,26,28,57.5,85,73.7,26.3,19.7,5.1,46.5,5.4,21.8,23.5,2.9,ישראל,23,24,22,2.2,8.4,33.1,1130,3.5,32.9,20.9,2,מסורתי,1.6,38.5,16.4,41.3,69.1,25.9
בית שמש,2610,215,215,3130,,,1,יהודים,90.6,,,38.5,52.1,9.4,919.8,27,26,27,29.1,90,56.8,43.2,49.7,27.5,28,3.1,12.7,17.5,38.6,ארצות הברית,23,25,23,2.4,5.3,29.3,840,3.6,14.5,32.6,3,דתי/ דתי מאוד,2.3,23.7,25.6,68.4,77.9,17
בית שמש,2610,221,221,4330,,,1,יהודים,102.3,,,60.7,38.9,0.4,1571.9,16,16,17,60.2,98,96.2,3.8,40.8,22,81.5,1.4,1.5,8.3,7.2,ישראל,20,21,20,3.4,1.6,,830,5.5,51.6,50.9,4,חרדי,1.2,77.7,2.2,12.5,57.7,40.2
בית שמש,2610,222,222,2640,,,1,יהודים,102.3,,,53.9,43.3,2.8,1311.8,18,17,19,52.3,98,93.4,6.6,22.8,12.8,73.8,3.1,3.6,11.4,8.1,ישראל,21,21,20,4.2,2.8,12.8,540,4.8,31.1,43.1,4,חרדי,1.2,74.5,3.7,20.6,67.2,30.9
בית שמש,2610,223,223,1450,,,1,יהודים,101.4,,,61.9,37.8,0.4,1648.8,16,16,16,53.2,93.7,95.9,4.1,43.2,28.4,82,0.8,1,10.5,5.7,ישראל,20,20,20,4,3,,270,5.3,53.7,48.7,4,חרדי,1.3,81.1,0.6,12.3,70.2,28.7
בית שמש,2610,224,224,3770,,,1,יהודים,102.9,,,61,37.4,1.6,1675.5,15,15,15,59.5,90.4,95.5,4.5,46.3,22.7,82.3,2.4,2.7,6.8,5.8,ישראל,20,21,20,3.5,6.4,44,720,5.1,51.8,43,4,חרדי,1.2,69.9,5.8,29.6,55.8,42.2
בית שמש,2610,311,311,6790,,,1,יהודים,102.8,,,64.8,33.7,1.5,1966.3,12,12,12,84.4,91.9,90.8,9.2,61.5,33.5,74.1,0.9,4.3,9.5,11.3,ישראל,20,20,20,3.9,5.8,56.8,1250,5.5,63,26,4,חרדי,1.3,66.9,7.6,43.5,59.4,37.4
בית שמש,2610,312,312,4280,,,1,יהודים,110.5,,,69.8,29.5,0.7,2394.5,13,13,14,71.9,97.7,97.3,2.7,53.2,19.4,86.5,0.5,0.5,4.4,8.1,ישראל,19,20,19,4.2,2.6,24.5,650,6.5,67.5,37.6,4,חרדי,1.4,90,,39.8,62,34.8
בית שמש,2610,313,313,3640,,,1,יהודים,103.9,,,69.3,30,0.7,2334,13,13,13,79.1,92.3,95,5,63.7,24.2,81.1,0,0.5,9.6,8.8,ישראל,20,20,19,4.1,3.4,50,590,6.1,66.2,23,4,חרדי,1.1,86,0.4,39.4,66.4,31.7
בית שמש,2610,314,314,2020,,,1,יהודים,113.3,,,62.7,35.5,1.9,1817.8,15,15,16,62.1,97,95.3,4.7,32.9,25.5,82.5,0.8,2,7.1,7.6,ישראל,20,20,19,5,4.9,50,450,5.1,54.3,57.3,4,חרדי,1.5,86.4,0.5,33,48.4,40.9
בית שמש,2610,321,321,3330,,,1,יהודים,97.2,,,62.1,36.2,1.7,1762.3,15,15,15,62.3,96.6,95,5,46.1,25.5,80.8,2.8,4.3,6.7,5.4,ישראל,20,21,20,3.9,4.9,23.3,620,5.3,45.6,37.4,4,חרדי,1.3,77.1,0.9,47.1,59.6,35.3
בית שמש,2610,322,322,4070,,,1,יהודים,106.7,,,63.5,33.7,2.8,1964.4,15,14,15,61.7,95.4,93.6,6.4,33.7,16.3,78.2,3.4,4.4,7.1,6.9,ישראל,21,21,20,4,4.8,38.8,710,5.8,54.8,33.8,4,חרדי,1.4,68.5,4.9,39.5,73.4,26.6
בית שמש,2610,411,411,3530,,,1,יהודים,95.9,,,56.9,40.1,3,1495.1,17,17,18,39.5,96.6,79.7,20.3,62.7,35.7,43.7,3.4,8.3,19.4,25.2,ישראל,23,24,22,3,2.2,22.8,740,5,39.5,47.5,4,חרדי,1.8,40.9,15.3,69.4,65.1,30.8
בית שמש,2610,412,412,3730,,,1,יהודים,104.1,,,54.2,40.4,5.4,1472.3,18,18,18,36,95.7,70,30,69.4,37,35.5,2.8,10,18,33.8,ישראל,23,23,21,3.1,2.1,8.2,830,4.8,40.3,39.6,4,חרדי,2,43.1,7.3,73.3,66.4,32.6
בית שמש,2610,413,413,5050,,,1,יהודים,103.7,,,46.5,46.8,6.7,1136.4,21,21,21,31.8,92.8,66,34,64.1,38.4,34.7,3.1,10,19.9,32.3,ישראל,24,25,22,2.8,3.7,29.2,1210,4.2,20.7,40.7,3,דתי/ דתי מאוד,2.3,21.8,27,83.6,62.4,32.2
בית שמש,2610,414,414,2620,,,1,יהודים,103.1,,,48.1,44.5,7.4,1247.1,20,20,20,30.1,95.8,58.1,41.9,66.6,36.6,23.6,2.4,10.4,19.1,44.5,ארצות הברית,23,24,22,2.8,1.7,9.4,610,4.7,25.5,38.6,4,חרדי,2.3,26.9,23.6,83.7,66.5,28.4
בית שמש,2610,415,415,3180,,,1,יהודים,103.8,,,60.1,36.9,3,1706.6,17,16,17,31.8,97.4,70.2,29.8,70.8,43.1,33.1,2.2,6,15.3,43.4,ארצות הברית,22,23,21,3.2,1.5,5,580,5.3,42.3,43.6,4,חרדי,2.1,33.9,14.7,72.6,72.8,24.2
בית שמש,2610,416,416,5000,,,1,יהודים,97.1,,,58.4,39.3,2.3,1547.2,17,17,17,43.9,94.6,72.7,27.3,76.1,44.9,44.5,3,6.3,15.9,30.3,ישראל,22,23,21,3,4.3,31.1,1030,5.1,40.5,40.9,4,חרדי,2.2,30.6,21,80,60,34.1
בית שמש,2610,417,417,4290,,,1,יהודים,110.1,,,56.7,43.2,0.1,1315.1,9,9,9,98.1,93.7,96.5,3.5,60.7,46.9,83.5,0.4,0.6,7.7,7.9,ישראל,20,21,20,2.4,1.1,,1050,4.3,79.6,50.8,4,חרדי,1.1,75.6,1,55.6,36,63.3
בית שמש,2610,421,421,800,,,1,יהודים,88.9,,,58.2,40.1,1.7,1495.8,13,11,13,88,92.5,88.1,11.9,61.9,40.9,64.3,3.2,7.3,15.3,10,ישראל,22,23,21,2.5,2,,170,4.8,75.2,22.5,4,חרדי,1.4,32.1,11.8,68.4,62.7,37.3
בית שמש,2610,422,422,4410,,,1,יהודים,98.1,,,60.5,37.9,1.6,1638.4,13,13,12,86.1,95.7,88.8,11.2,69.2,51.3,68.6,1.9,5.2,10.5,13.8,ישראל,22,23,21,3.2,4,53.5,870,5,72.1,27.8,4,חרדי,1.5,41.8,12.8,78.6,56.3,41
בית שמש,2610,423,423,3410,,,1,יהודים,101.5,,,56.7,41.3,2,1420.8,15,15,15,70.8,94.4,80.3,19.7,74.4,53.3,56.1,2.6,6.3,13.3,21.7,ישראל,22,23,21,2.9,3.2,16.1,760,4.8,61.4,32.1,4,חרדי,1.6,23.6,19.9,80.5,40.3,56.7
בית שמש,2610,424,424,7090,,,1,יהודים,112.8,,,61.9,36.8,1.2,1714.4,12,11,12,77,94.4,88.3,11.7,70.3,53.2,67.4,1.4,4,11.4,15.7,ישראל,22,23,21,3.6,1.8,,1260,5.3,76.7,16.1,4,חרדי,1.5,37.5,12.2,79.3,49.2,49.3
בית שמש,2610,426,426+428,4550,,,1,יהודים,106,,,59.8,40,0.2,1499.4,10,9,11,95,93.2,94.5,5.5,71.2,57.7,78.7,1.1,3.3,8.7,8.2,ישראל,21,22,20,3.1,3.3,100,980,4.8,83.9,41.9,4,חרדי,1.3,50.9,7.8,94.7,59.8,38.6
בית שמש,2610,427,427,3610,,,1,יהודים,107.9,,,55.9,43.9,0.2,1278.2,10,11,10,96.9,86.9,92.6,7.4,68.3,53.7,74.9,1.7,4.1,10.2,9.1,ישראל,22,22,20,2.5,3.6,,870,4.5,83.5,33,4,חרדי,1.4,41.9,9.7,94.8,60.1,39.3
בית שמש,2610,431,431+434,2220,,,1,יהודים,100.4,,,57.7,40,2.3,1502.4,16,15,17,66,96.3,66.2,33.8,84.3,66.9,41.2,1.5,5.3,14.6,37.5,ישראל,23,23,22,2.7,1.8,19.9,480,4.6,55.4,26.4,4,חרדי,2,23.6,17.4,89.3,67.4,31.8
בית שמש,2610,432,432,7350,,,1,יהודים,96.8,,,59.4,40.2,0.4,1485,12,12,12,91.9,89,88.7,11.3,79.7,64.4,71.9,0.9,3.3,9,15,ישראל,21,22,20,3.1,2.2,17.8,1580,4.7,77.6,29.8,4,חרדי,1.4,51.5,5.7,83.9,50.3,48.7
בית שמש,2610,435,435,1850,,,1,יהודים,89.9,,,54.4,41.3,4.3,1418.5,16,15,17,66.3,94.8,61.9,38.1,79.5,62.6,33,1.7,10.1,14.8,40.4,ארצות הברית,23,24,23,2.7,2,20.3,410,4.5,46.5,23.1,3,דתי/ דתי מאוד,1.9,17.3,23.4,82.6,55.4,34.8
בית שערים,248,,,710,4.6,1905.9,1,יהודים,106.2,,8.7,35,50.2,14.7,990.7,34,34,34,24.5,72.7,94.7,5.3,15.2,10.7,69.7,2.8,4.7,19,3.7,ישראל,26,28,25,2.1,8.4,32.5,210,3.1,18.9,15.9,1,חילוני,2,7.9,61.5,89.4,61.4,21.4
בית שקמה,747,,,870,18,1642.6,1,יהודים,105.9,,2.6,34.6,48.9,16.5,1043.8,32,31,33,41.3,81.6,86.3,13.7,7.6,3.8,55.8,3.7,32.5,7.5,0.5,ישראל,24,26,22,2.9,13.7,31.9,270,3.2,20.6,26.6,2,מסורתי,1.6,11.1,49.3,86,62,24.5
ביתן אהרן,252,,,200,-59.3,990,1,יהודים,77.5,,12.1,25.1,60.2,14.7,660,36,36,35,20.6,58.3,82.6,17.4,36.7,36.7,53.7,5,5.6,30.4,5.4,ישראל,27,28,27,1.8,3,15.3,70,2.4,10.2,13.2,1,חילוני,1.9,2.7,61.6,80.4,42.4,35.9
ביתר עילית,3780,,,65660,98.4,25157.1,1,יהודים,101.7,0.3,0.6,61.3,37.4,1.3,1671.5,15,14,15,69.1,95.8,94.6,5.4,38.2,22.8,77.6,2.8,3,7.4,9.3,ישראל,21,22,20,3.5,3.2,34.6,12660,5.2,58.5,38.1,4,חרדי,1.4,60.2,5.4,26.2,58.6,39.5
ביתר עילית,3780,11,11,4190,,,1,יהודים,97.2,,,54.3,42.8,2.8,1334.5,18,17,18,57.2,95.4,93.2,6.8,16.5,10.2,72.7,4.9,5.5,9.8,7.1,ישראל,21,22,20,3.4,4.2,34.4,900,4.7,39.6,40.1,4,חרדי,1.3,55,4.5,28.9,67.2,28.8
ביתר עילית,3780,12,12,5440,,,1,יהודים,93.6,,,50.5,46.6,2.9,1145.2,19,19,19,63,95.6,94,6,20,11.4,74.4,7.1,6.3,7.6,4.5,ישראל,21,22,20,3.4,4.7,31.7,1220,4.4,41.6,42.4,4,חרדי,1.3,60.5,7.6,25.2,62,36.8
